"triggerID"	"name"	"exp"	"z3exp"	"upname"	"description"
"1216"	"Freezer door open"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires when your freezer door has been open"
"1222"	"Your Alarm goes off"	"siren = turn off"	"siren == 3"	"speaker"	"this trigger fires when your alarm goes off"
"1226"	"Day and night mode"	"home mode = change"	"home mode == 7"	"home"	"this trigger fires when you tap the 'night mode' or 'day mode' buttons in the home app"
"1228"	"Status changed"	"home mode = change"	"home mode == 7"	"home"	"this trigger fires when home has status update"
"1230"	"Facial Recognition"	"sensor face = recognize"	"sensor face == 0"	"camera"	"this trigger fires when camera recognizes a face id that set up"
"1232"	"System alarm"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when your home system receives an alarm"
"1236"	"System in home mode"	"home mode = stay"	"home mode == 1"	"home"	"this triggers fires when your home system is arm to stay (home) mode with you and/or your family in the house"
"1238"	"Opening detect"	"door = open"	"door == 2"	"home"	"this trigger fires when home detects an opening from a door or window sensor"
"1240"	"Opener pressed"	"home garage_opener = press"	"home garage_opener == 0"	"home"	"this trigger fires when home detects the garage door opener is pressed"
"1241"	"Water leak detect"	"water leak = detect"	"water leak == 0"	"home"	"this trigger fires when home detects a water leak"
"1246"	"Event detect"	"home event = detect"	"home event == 1"	"home"	"this trigger fires when home detects an event"
"1249"	"Home when scheduled to be in Sleep mode"	"home mode = sleep"	"home mode == 3"	"thermostat"	"this trigger fires when you are scheduled to be in sleep mode and somebody is at home"
"1250"	"Away when scheduled to be Away"	"home mode = away"	"home mode == 5"	"thermostat"	"this trigger fires when you are scheduled to be away and nobody is in the house"
"1251"	"Home when scheduled to be Home"	"home mode = home"	"home mode == 0"	"thermostat"	"this trigger fires when you are scheduled to be home and somebody is at home"
"1252"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when the temperature drops below a specified temperature"
"1253"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the temperature rise above a specified temperature"
"1257"	"Notification received from a specific app"	"phone new_notification = receive"	"phone new_notification == 0"	"phone"	"this trigger fires when a new notification is received on your phone from an app that  "
"1258"	"Door sensor is open"	"door = open"	"door == 2"	"home"	"this trigger fires when the door sensor is open"
"1259"	"Temperature drops below value"	"air temperature = less value"	"air temperature < 0"	"sensor"	"this trigger fires when temperature drops below the specified value"
"1260"	"Temperature falls below value"	"air temperature = less value"	"air temperature < 0"	"heater"	"this trigger fires when the room temperature falls below a user-defined value"
"1262"	"tado⁠° switches to Home Mode"	"water mode = home"	"water mode == 0"	"water"	"this trigger fires when tado⁠° hot water switches to home mode"
"1264"	"Wind speed rise above"	"weather wind_speed = greater value"	"weather wind_speed > 0"	"sensor"	"this trigger fires when the wind speed rise above a value  "
"1265"	"Thermostat set to a mode"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this trigger fires when the thermostat   is set to a certain heating mode"
"1266"	"System is set to night mode"	"home mode = night"	"home mode == 9"	"home"	"this trigger fires when your home security system is set to night mode"
"1267"	"Presence no longer detect"	"sensor person = no detect"	"sensor person == 1"	"home"	"this trigger fires when your home device's presence is no longer detect"
"1268"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"AC"	"this trigger fires within 15 minutes of detection of the indoor temperature rising above the specified temperature value"
"1271"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"home"	"this trigger fires when the temperature drops below the chosen value"
"1272"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"home"	"this trigger fires when the temperature rise above the chosen value"
"1273"	"A device switched on"	"device = turn on"	"device == 2"	"home"	"this trigger fires when your device is switched on"
"1275"	"Current humidity level rise above"	"air humidity = greater value"	"air humidity > 1"	"weather"	"this trigger monitors your local humidity and fires every time the humidity rise above the value  "
"1277"	"Alarm is triggered"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when an home's alarm is triggered"
"1278"	"System mode change"	"home mode = change"	"home mode == 7"	"home"	"this trigger fires when the system is set to a selected mode"
"1282"	"Contact Sensor opens"	"sensor = turn on"	"sensor == 2"	"home"	"this trigger fires when a contact sensor opens, even when your system is disarm"
"1283"	"Camera detects movement"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when a camera detects movement"
"1285"	"Motion Sensor becomes clear"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when a motion sensor becomes clear"
"1286"	"Sound is detect"	"sensor sound = detect"	"sensor sound == 0"	"camera"	"this trigger fires when a camera cam detects sound"
"1287"	"CO alarm is detect"	"sensor co_alarm = detect"	"sensor co_alarm == 0"	"camera"	"this trigger fires when a camera cam detects a co alarm"
"1288"	"Door close"	"door = close"	"door == 0"	"home"	"this trigger fires when a door is close"
"1289"	"unlock"	"device = unlock"	"device == 5"	"home"	"this trigger fire every time your home device is unlock"
"1290"	"Locked"	"device = lock"	"device == 0"	"home"	"this trigger fires when your home device is locked"
"1307"	"Device is unplugged"	"phone = unplug"	"phone == 0"	"phone"	"this trigger fires when your android device is unplugged"
"1311"	"Thermostat indoor humidity is greater than"	"air humidity = greater value"	"air humidity > 1"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the indoor humidity is greater than a specific value you supply"
"1318"	"Automower status has changed"	"mower = change"	"mower == 3"	"mower"	"this trigger fires when mower's status change"
"1320"	"Automower has an error"	"mower = error"	"mower == 2"	"mower"	"this trigger fires when an error has occurred"
"1321"	"Automower is leaving charging station"	"mower = start"	"mower == 1"	"mower"	"this trigger fires when mower is leaving it's charging station"
"1322"	"Person Detection"	"sensor person = detect"	"sensor person == 0"	"camera"	"this trigger fires when camera detects a person in a specific area"
"1324"	"Object Monitoring"	"sensor object = remove"	"sensor object == 0"	"camera"	"this trigger fires when an object you’ve selected in the camera’s view is removed"
"1326"	"Sensor battery is low"	"sensor battery = low"	"sensor battery == 0"	"home"	"this trigger fires when the sensor battery is low"
"1331"	"Garage door open (with SkylinkNet Hub)"	"garage door = open"	"garage door == 1"	"home"	"this trigger fires when a garage door (with home hub) is open"
"1333"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when motion has been detect in one of your rooms"
"1335"	"Smarthub offline"	"home cloud = offline"	"home cloud == 0"	"home"	"this trigger runs every time a home smarthub loses connection"
"1336"	"Shortcut run"	"home shortcut = run"	"home shortcut == 0"	"home"	"this trigger fires when someone manually runs a home shortcut"
"1337"	"Motion no longer detect"	"sensor motion_detection = no detect"	"sensor motion_detection == 3"	"home"	"this trigger fires when motion is no longer detect in a room"
"1338"	"Smoke detect"	"sensor smoke = detect"	"sensor smoke == 0"	"home"	"this trigger fires when a smoke sensor senses smoke"
"1339"	"Notification received"	"phone new_notification = receive"	"phone new_notification == 0"	"phone"	"this trigger fires when any new notification is received on your phone"
"1343"	"Hive Motion Sensor™ motion ended"	"sensor motion_detection = no detect"	"sensor motion_detection == 3"	"sensor"	"this trigger fires when your hive motion sensor has not detect motion for 10 min"
"1363"	"Sesame unlock"	"lock = unlock"	"lock == 1"	"lock"	"this trigger fires when your lock is unlock"
"1364"	"Sesame locked"	"lock = lock"	"lock == 0"	"lock"	"this trigger fires when your lock is locked"
"1370"	"Relay on"	"switch = turn on"	"switch == 3"	"home"	"this trigger fires when your home relay is turn on in toggle mode"
"1371"	"Relay off"	"switch = turn off"	"switch == 5"	"home"	"this trigger fires when your home relay is turn off in toggle mode"
"1376"	"Sensor triggered"	"sensor signal = detect"	"sensor signal == 0"	"home"	"this trigger fires when a signal is detect from your sensor"
"1379"	"Video ready"	"sensor new_video = available"	"sensor new_video == 0"	"camera"	"this trigger fires when a new video is available from a camera at the camera location  "
"1380"	"Smoke alarm"	"sensor smoke_alarm = detect"	"sensor smoke_alarm == 0"	"camera"	"this trigger fires when a smoke alarm is detect at your camera location"
"1382"	"An alarm event occurred"	"home alarm_event = occur"	"home alarm_event == 0"	"home"	"this trigger fires when an alarm event occurs"
"1384"	"Thermostat enters Smart Home/Away"	"thermostat mode = home"	"thermostat mode == 0"	"thermostat"	"this trigger fires when your thermostat thermostat and room sensors change to smart home or smart away comfort profiles"
"1385"	"Price of electricity return to normal"	"energy electricity_price = normal"	"energy electricity_price == 0"	"energy"	"this trigger fires when the price of electricity drops after a spike"
"1387"	"Thermostat schedule override"	"thermostat schedule = override"	"thermostat schedule == 1"	"thermostat"	"this trigger fires when your thermostat schedule is overridden with a hold event (including vacations), a utility demand response event, or a smart home/away event"
"1390"	"Thermostat indoor humidity is less than"	"air humidity = less value"	"air humidity < 0"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the indoor humidity is less than a specific value you supply"
"1393"	"Your SkyBell HD detect motion"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"ring"	"this trigger fires when your ring hd detects motions"
"1401"	"Robot Stuck"	"sweeper = park"	"sweeper == 2"	"sweeper"	"this trigger fires when your robot is stuck"
"1402"	"Job Complete"	"sweeper = stop"	"sweeper == 3"	"sweeper"	"this trigger fires when your robot completes a job"
"1410"	"Geo-Circle was exited"	"car geo_circle = exit"	"car geo_circle == 0"	"car"	"this trigger fires when a vehicle exits one of its geo-circles"
"1411"	"Outdoor Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"weather"	"this trigger fires when the outdoor temperature rise above a given value"
"1412"	"Ambient light level change"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"this trigger fires when stack detects a change in a room's ambient light level"
"1413"	"Your SkyBell HD‘s button was pressed"	"ring button = press"	"ring button == 0"	"ring"	"this trigger fires when the button is pressed on your ring hd"
"1419"	"Coffee has finished brewing"	"coffee_machine brew = finish"	"coffee_machine brew == 0"	"cook"	"this trigger fires when the cook coffee 2"
"1424"	"Low battery alert"	"thermostat battery = low"	"thermostat battery == 0"	"heater"	"this trigger fires when the battery of the specified thermostat runs low"
"1427"	"open"	"device = turn on"	"device == 2"	"home"	"this trigger fires when your home device is open"
"1431"	"Temperature is too high"	"air temperature = greater value"	"air temperature > 1"	"home"	"this trigger fires when a specified tag senses that its ambient temperature exceeds an upper value configured at temperature options screen inside the home app"
"1432"	"Door or window is open"	"door = open"	"door == 2"	"home"	"this trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is open"
"1433"	"Tag is moved"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when specified motion sensor tag(s) arm in motion detection mode, have moved"
"1434"	"Humidity or moisture is too high"	"air humidity = too wet"	"air humidity == 3"	"home"	"this trigger fires when a specified tag with humidity or moisture monitoring enabled, detects 'too wet' state"
"1435"	"Robot changed its status"	"sweeper = change"	"sweeper == 1"	"sweeper"	"this trigger fires when a the robot change its status"
"1436"	"Water filter needs to be replaced"	"coffee_machine water_filter = need replace"	"coffee_machine water_filter == 0"	"coffee_machine"	"this trigger fires when your coffeemaker’s water filter needs to be replaced"
"1441"	"Alarm triggered"	"siren = turn on"	"siren == 0"	"alarm"	"this trigger fires when the smart alert detects that a smoke or carbon monoxide alarm has gone off in your home"
"1442"	"Alarm triggered"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when a home alarm is triggered"
"1444"	"Device detects rain"	"weather rain = detect"	"weather rain == 0"	"weather"	"this trigger fires when it is raining in the location of the specified device"
"1450"	"Water detect"	"sensor water = detect"	"sensor water == 1"	"sensor"	"this trigger fires when water is detect"
"1451"	"Human detect"	"sensor person = detect"	"sensor person == 0"	"camera"	"this trigger fires when when a person is detect"
"1452"	"SpotCam low battery"	"sensor battery = low"	"sensor battery == 0"	"camera"	"this trigger fires when when a low battery event is detect by camera ring video doorbell or camera solo"
"1458"	"Robolinho® has lost WiFi connection (is offline)"	"mower wifi = disconnect"	"mower wifi == 0"	"mower"	"this trigger fires when your robolinho® has lost wifi connection (is offline)"
"1459"	"Rain no longer detect"	"weather rain = detect"	"weather rain == 0"	"sensor"	"this trigger fires when your sensor rain gauge detects that it is no longer raining"
"1462"	"Low battery alert"	"thermostat battery = low"	"thermostat battery == 0"	"heater"	"this trigger fires when the battery of the specified thermostat runs low"
"1467"	"Oven turn on"	"oven = turn on"	"oven == 0"	"cook"	"this trigger fires when your oven is turn on"
"1468"	"Preheat temperature achieved"	"oven = turn on"	"oven == 0"	"cook"	"this trigger fires when your oven is preheated"
"1470"	"Oven turn off"	"oven = turn off"	"oven == 1"	"cook"	"this trigger fires when your oven is turn off"
"1471"	"Cooking timer done"	"oven = turn off"	"oven == 1"	"cook"	"this trigger fires when your oven turn off after the cooking timer reaches zero"
"1472"	"Door opens"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when the garage door starts to open"
"1473"	"Flash button long pressed"	"switch = long press"	"switch == 0"	"home"	"this trigger fires when you long press your home flash button"
"1474"	"Flash button single pressed"	"switch = press"	"switch == 1"	"home"	"this trigger fires when you single press your home flash button"
"1475"	"Door closes"	"garage door = close"	"garage door == 0"	"garage"	"this trigger fires when the garage door fully closes"
"1478"	"Geo-Circle was entered"	"car geo_circle = enter"	"car geo_circle == 1"	"car"	"this trigger fires when a vehicle enters one of its geo-circles"
"1481"	"Zone temperature exceeds a value"	"air temperature = greater value"	"air temperature > 1"	"heater"	"this trigger fires when the zone temperature exceeds a value"
"1489"	"Any door open"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires when your refrigerator or freezer doors are open"
"1492"	"Lockitron unlock"	"lock = unlock"	"lock == 1"	"lock"	"this trigger fires when a lock unlock activity occurs"
"1493"	"Lockitron locked"	"lock = lock"	"lock == 0"	"lock"	"this trigger fires when a lock lock activity occurs"
"1497"	"Switch turn on"	"switch = turn on"	"switch == 3"	"switch"	"this trigger fires when a switch in your switch system is turn on"
"1500"	"Boost mode selected"	"water hot mode = boost"	"water hot mode == 1"	"heater"	"this trigger fires when the water heater is placed in boost mode"
"1501"	"Hybrid mode selected"	"water hot mode = hybird"	"water hot mode == 3"	"heater"	"this trigger fires when the water heater is placed in hybrid mode"
"1502"	"Standard mode selected"	"water hot mode = standard"	"water hot mode == 0"	"heater"	"this trigger fires when the water heater is placed in standard mode"
"1503"	"Heat pump mode selected"	"water hot mode = heat pump"	"water hot mode == 5"	"heater"	"this trigger fires when the water heater is placed in heat pump mode"
"1504"	"SpotCam Ring video doorbell pressed"	"door doorbell = press"	"door doorbell == 0"	"camera"	"this trigger fires when when camera ring video doorbell is pressed"
"1510"	"Contact switch sensor open"	"sensor = turn on"	"sensor == 2"	"home"	"this trigger fires contact switch sensor open"
"1512"	"Motion sensor detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires motion sensor detect"
"1516"	"Your device has connected"	"heater = online"	"heater == 4"	"heater"	"this trigger fires when your device comes online and successfully connects to the cloud"
"1517"	"Wind Speed rise above"	"weather wind_speed = greater value"	"weather wind_speed > 0"	"weather"	"this trigger fires when the wind speed rise above a given value"
"1518"	"Daily Rain rise above"	"weather daily_rain = greater value"	"weather daily_rain > 0"	"weather"	"this trigger fires when the daily rain measurement rise above a given value"
"1519"	"Watering time starts"	"water watering = start"	"water watering == 0"	"water"	"this trigger fires when a watering time starts for the device your specify"
"1523"	"An animal has been seen outside"	"sensor animal = detect"	"sensor animal == 0"	"camera"	"this trigger fires when your netatmo presence detects an animal outside"
"1524"	"Humidity or moisture is too low"	"air humidity = too low"	"air humidity == 4"	"home"	"this trigger fires when a specified tag with humidity or moisture monitoring enabled, detects ''too dry'' state"
"1525"	"Occupancy detect"	"sensor occupancy = detect"	"sensor occupancy == 1"	"light"	"this trigger fires when stack detects occupancy in a room"
"1529"	"Intrusion detect"	"sensor intrusion= detect"	"sensor intrusion == 0"	"sensor"	"this trigger fires when adaptors detect intrusion"
"1533"	"Motion sensor"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when motion sensor is triggered/ untriggered"
"1535"	"Door sensor"	"door = change"	"door == 1"	"home"	"this trigger fires when door sensor is open/close"
"1538"	"Motion Sensor"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires if motion sensor status is changed"
"1539"	"Siren"	"siren status = change"	"siren status == 0"	"home"	"this trigger fires if siren status is changed"
"1540"	"Door Sensor"	"door = change"	"door == 1"	"home"	"this trigger fires if door sensor status is changed"
"1542"	"A Tag detect vibrations"	"sensor vibration = detect"	"sensor vibration == 0"	"camera"	"this trigger fires when a tag detects vibrations"
"1543"	"An alarm has been detect"	"sensor alarm = turn on"	"sensor alarm == 0"	"camera"	"this trigger fires when an alarm is detect"
"1544"	"Camera has been switched on"	"sensor = turn on"	"sensor == 2"	"camera"	"this trigger fires when a netatmo welcome or a netatmo presence is switched on"
"1570"	"Door is open"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when the door is fully or partially open"
"1571"	"Door is close"	"garage door = close"	"garage door == 0"	"garage"	"this trigger fires when the door is fully close"
"1574"	"Door is open"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when a door is open"
"1575"	"Door is close"	"garage door = close"	"garage door == 0"	"garage"	"this trigger fires when door is close"
"1577"	"Door locked"	"door = open"	"door == 2"	"lock"	"this trigger fires when the door is locked"
"1578"	"Door change"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when a garage door you manage is change via the garage website or smartphone app"
"1580"	"Garage door is open"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when your specific garage door opens"
"1582"	"Door change"	"garage door = open"	"garage door == 1"	"garage"	"this trigger fires when the selected door state (open, close) for a garage door you have access to is achieved"
"1584"	"Door is left open"	"refrigerator door = open"	"refrigerator door == 0"	"refrigerator"	"this trigger fires when the refrigerator door if left open longer than 1 minute (exact times may vary)"
"1588"	"Motion sensor has timed out"	"sensor motion_detection = no detect"	"sensor motion_detection == 3"	"home"	"this trigger fires when specified pir kumosensor or regular motion sensor tag detects no movement for a time-out period"
"1589"	"Movement is detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when specified pir kumosensor detects movement"
"1592"	"Order in the oven"	"cook order = in oven"	"cook order == 3"	"cook"	"this trigger fires when your order is in the oven"
"1593"	"Order has hit quality check"	"cook order = checked"	"cook order == 2"	"cook"	"this trigger fires when your order is being quality-checked"
"1594"	"Incoming phone call from a specific number ends"	"phone call = answer"	"phone call == 1"	"phone"	"this trigger fires when you answer a phone call on your android device from a number  "
"1596"	"Vehicle was idle for a long time"	"car = idle"	"car == 1"	"car"	"this trigger fires when a vehicle was idle for a long time during a trip"
"1600"	"Order ready for pickup"	"cook order = ready"	"cook order == 5"	"cook"	"this trigger fires when your order is ready for pickup"
"1603"	"close"	"device = turn off"	"device == 7"	"home"	"this trigger fires when your home device is close"
"1605"	"Thermostat outdoor temperature is less than"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the outdoor temperature is less than a specific value you supply"
"1606"	"Hive Window or Door Sensor™ open"	"sensor = turn on"	"sensor == 2"	"sensor"	"this trigger fires when your sensor  is open"
"1609"	"Hive Window or Door Sensor™ close"	"sensor = turn off"	"sensor == 5"	"sensor"	"this trigger fires when your sensor is close"
"1616"	"Fan only mode selected"	"AC mode = fan only"	"AC mode == 4"	"AC"	"this trigger fires when fan-only mode is selected"
"1632"	"Flash button double pressed"	"switch = double press"	"switch == 2"	"home"	"this trigger fires when you double press your home flash button"
"1634"	"Sound detect"	"sensor sound = detect"	"sensor sound == 0"	"camera"	"this trigger fires when sound is detect on the selected microphone"
"1635"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when motion is detect on the selected camera"
"1638"	"Light dimmed to specific level"	"light = dim"	"light == 1"	"light"	"this trigger fires when your wemo light dims to a level you specifcy"
"1643"	"Is It Christmas?"	"time = christmas"	"time == 3"	"time"	"this trigger fires when it is christmas in the time zone  "
"1644"	"Event starting soon"	"time = event start"	"time == 2"	"text"	"this trigger fires within approximately 15 minutes of any event starting on your calendar"
"1646"	"Instrument State Change"	"home instrument_status =  change"	"home instrument_status == 0"	"home"	"this trigger fires actions when the selected tecan instrument's state change to idle, running, paused, error, user interaction required, software not running, not connected and stopped"
"1648"	"Instrument status changed"	"home instrument_status =  change"	"home instrument_status == 0"	"home"	"this trigger fires when the status of the instrument change"
"1655"	"Incoming phone call from a specific number missed"	"phone call = miss"	"phone call == 4"	"phone"	"this trigger fires when you miss a phone call on your android device from a number  "
"1659"	"Trip ended"	"car trip = end"	"car trip == 0"	"car"	"this trigger fires at the end of every vehicle trip, as indicated by the ignition being turn off"
"1660"	"Trip started"	"car trip = start"	"car trip == 1"	"car"	"this trigger fires when a vehicle starts a trip, indicated by the ignition being turn on"
"1661"	"Vehicle driven between hours"	"car trip = end"	"car trip == 0"	"car"	"this trigger fires when a vehicle trip ends during a selected time frame"
"1662"	"Vehicle has low fuel"	"car fuel = low"	"car fuel == 0"	"car"	"this trigger fires when a vehicle has low fuel"
"1663"	"Trip was complete"	"car new_trip = complete"	"car new_trip == 0"	"car"	"this trigger fires when a new trip is complete"
"1664"	"Vehicle's check engine light comes on"	"car check_engine_light = on"	"car check_engine_light == 0"	"car"	"this trigger fires when the vehicles check engine come on"
"1669"	"Device's humidity is below"	"device relative_humidity_level = less value"	"device relative_humidity_level < 0"	"air"	"this trigger fires when your airvisual device's relative humidity level is below a value  "
"1670"	"Device's humidity is above"	"device relative_humidity_level = greater value"	"device relative_humidity_level > 1"	"air"	"this trigger fires when your airvisual device's relative humidity level is above a value  "
"1671"	"Edmonton air quality health risk change"	"air quality = update"	"air quality == 4"	"home"	"this trigger fires, when the air quality health risk change"
"1672"	"Filtrete Smart Air Filter lif dropped below"	"air filter_life = less value"	"air filter_life < 0"	"air"	"this trigger fires when the remaining life of any of your air smart air filter drops below your chosen percentage"
"1673"	"Air filter dirty"	"water hot air_filter dirty = 80"	"water hot air_filter dirty == 0"	"heater"	"this trigger fires when your water heater's air filter is 80  dirty"
"1675"	"Filtrete Smart Air Filter life changed"	"air filter_life = change"	"air filter_life == 1"	"air"	"this trigger fires when the remaining life ( ) of a air smart air filter change"
"1676"	"Filtrete barcode air filter life (days remaining) dropped below"	"air filter_life = less value"	"air filter_life < 0"	"air"	"this trigger fires when the days remaining on any of your air barcode air filters drops below your chosen value"
"1677"	"Air conditioner is turn on"	"AC = turn on"	"AC == 0"	"AC"	"this trigger fires when the air conditioner is turn on"
"1679"	"Device's CO2 is above"	"air co2 = greater value"	"air co2 > 3"	"air"	"this trigger fires when your airvisual device's co2 level is above a value  "
"1680"	"New forecast from Propeller Health"	"air new_forecast = new"	"air new_forecast == 0"	"air"	"this trigger fires when there is a new forecast from propeller health"
"1681"	"Radon level above value"	"air radon = greater value"	"air radon > 1"	"air"	"this trigger fires when the radon level for a device rise above the provided value"
"1682"	"CO2 level above value"	"air co2 = greater value"	"air co2 > 3"	"air"	"this trigger fires when the co2 level for a device rise above the provided value"
"1683"	"Humidity rise above value"	"air humidity = greater value"	"air humidity > 1"	"air"	"this trigger fires when the humidity of a device rise above the provided value"
"1684"	"Temperature below value"	"air temperature = less value"	"air temperature < 0"	"air"	"this trigger fires when the temperature of a device falls below the provided value"
"1685"	"Radon level below value"	"air radon = less value"	"air radon < 0"	"air"	"this trigger fires when radon level of a device falls below the provided value"
"1686"	"Mold risk level above value"	"air mold = greater value"	"air mold > 0"	"air"	"this trigger fires when the mold risk level for a device rise above the provided value"
"1687"	"Humidity falls below value"	"air humidity = less value"	"air humidity < 0"	"air"	"this trigger fires when the humidity of a device falls below the provided value"
"1693"	"New air quality reading"	"air new_quality = reading available"	"air new_quality == 0"	"air"	"this trigger fires when a new air quality reading is available"
"1695"	"Outdoor Air Quality updated"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when updated outdoor air quality information becomes available"
"1696"	"Outdoor Air Quality Value became lower than"	"air quality = less value"	"air quality < 0"	"air"	"this trigger fires when the air outdoor air quality value becomes lower (i"
"1697"	"Outdoor Air Quality Value became higher than"	"air quality = greater value"	"air quality > 1"	"air"	"this trigger fires when the air™ outdoor air quality value becomes higher (i"
"1698"	"Outdoor Air Quality Level changed"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when the air™ outdoor air quality scale level change; for example: from good to fair"
"1699"	"Carbon Dioxide (CO₂) alert"	"air co2 = greater value"	"air co2 > 3"	"air"	"this trigger fires if the concentration of carbon dioxide (co₂) measured from your air device rise above the value"
"1700"	"VOCs alert"	"air voc = greater value"	"air voc > 1"	"air"	"this trigger fires if the volatile organic compound (voc) levels measured from your air device rise above the value you specified for more than 30 seconds"
"1702"	"Edmonton air quality index change"	"air quality = update"	"air quality == 4"	"home"	"this trigger fires, when the air quality health index, short aqhi, for the home change"
"1703"	"Albertan city air quality index change"	"air quality = update"	"air quality == 4"	"home"	"this trigger fires when the given city's air quality index change"
"1705"	"A/C turn off"	"AC = turn off"	"AC == 1"	"AC"	"this trigger fires when your a/c unit is turn off"
"1707"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"AC"	"this trigger fires when your a/c unit detects temperatures above a value  "
"1708"	"Device alert"	"AC alert = message"	"AC alert == 0"	"AC"	"this trigger fires when your a/c unit has an alert message"
"1709"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"AC"	"this trigger fires when your a/c unit detects temperatures below a value  "
"1710"	"A/C turn on"	"AC = turn on"	"AC == 0"	"AC"	"this trigger fires when your a/c unit is turn on"
"1714"	"Temperature rise above a value"	"air temperature = greater value"	"air temperature > 1"	"AC"	"this trigger fires when your device detects the temperature is above the value you specified"
"1715"	"Temperature drops below a value"	"air temperature = less value"	"air temperature < 0"	"AC"	"this trigger fires when your device detects the temperature is below the value you specified"
"1716"	"Humidity rise above a value"	"air humidity = greater value"	"air humidity > 1"	"AC"	"this trigger fires when your device detects the humidity is above the value you specified"
"1717"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"sensor"	"this trigger fires when the temperature drops below a value  "
"1718"	"Noise level rise above"	"sensor noise = greater value"	"sensor noise > 1"	"sensor"	"this trigger fires when the noise rise above a decibel value  "
"1719"	"Carbon dioxide drops below"	"air co2 = less value"	"air co2 < 1"	"sensor"	"this trigger fires when the carbon dioxide drops below a value  "
"1720"	"Humidity rise above"	"air humidity = greater value"	"air humidity > 1"	"sensor"	"this trigger fires when the humidity rise above a percentage  "
"1721"	"Air pressure rise above"	"air pressure = greater value"	"air pressure > 1"	"sensor"	"this trigger fires when the ambient air pressure rise above a value  "
"1724"	"Gust speed rise above"	"air wind_speed = greater value"	"air wind_speed > 0"	"sensor"	"this trigger fires ever time the gust speed rise above a value  "
"1725"	"Temperature too high"	"air temperature = too high"	"air temperature == 9"	"home"	"this trigger fires when a mitsubishi electric zone reports a room temperature above a specific value"
"1726"	"Temperature too low"	"air temperature = too low"	"air temperature == 3"	"home"	"this trigger fires when a mitsubishi electric zone reports a room temperature below a specified value"
"1727"	"Mode changed"	"home mode = change"	"home mode == 7"	"home"	"this trigger fires when a mitsubishi electric zone change mode"
"1729"	"Error notification"	"device status = error"	"device status == 0"	"heat"	"this trigger fires when error is occurred in one of your registered devices"
"1732"	"When AC is ON"	"AC = turn on"	"AC == 0"	"AC"	"when fujitsu air conditioner is on"
"1733"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"AC"	"this trigger fires within 15 minutes of detection of the indoor temperature dropping below the specified temperature value"
"1734"	"Unit turn on"	"AC = turn on"	"AC == 0"	"AC"	"this trigger fires within 15 minutes of your unit having been turn on"
"1735"	"Unit notification"	"AC notification = detect"	"AC notification == 0"	"AC"	"this trigger fires within 15 minutes of a detection of any unit notification from one of your registered devices"
"1736"	"Unit turn off"	"AC = turn off"	"AC == 1"	"AC"	"this trigger fires within 15 minutes of your unit having been turn off"
