"actionID"	"name"	"exp"	"z3exp"	"upname"	"description"
"1234"	"Turn off thermostat"	"thermostat = turn off"	"thermostat == 4"	"thermostat"	"this action will set the heating mode to off"
"1235"	"Lock door"	"door = close"	"door == 0"	"lock"	"this action will lock the door"
"1237"	"Turn on camera"	"camera view = enable"	"camera view == 0"	"home"	"this action will enable the viewing of a home camera"
"1239"	"Turn outlet on"	"plug = turn on"	"plug == 0"	"plug"	"this action will turn on the pivot power genius outlet you specify"
"1242"	"Turn off camera"	"camera = turn off"	"camera == 2"	"home"	"this action will disable the viewing of a home camera"
"1243"	"Arm in Stay Mode"	"home security_mode = arm"	"home security_mode == 0"	"home"	"this action will arm a home system in stay mode"
"1244"	"Turn off switch"	"switch = turn off"	"switch == 5"	"home"	"this action will turn a home turn off"
"1245"	"Press opener"	"garage door = open"	"garage door == 1"	"home"	"this action will open or close a home controlled garage door"
"1247"	"Turn on"	"thermostat mode = turn on"	"thermostat mode == 6"	"thermostat"	"this action will turn the thermostat back on to the mode"
"1248"	"Turn off"	"thermostat mode = cancel"	"thermostat mode == 13"	"thermostat"	"this action will turn off your thermostat and place it in frost protect mode until heating is turned back on"
"1255"	"Turn off the AC "	"AC = turn off"	"AC == 1"	"AC"	"this action will turn off the AC "
"1261"	"Open shade"	"shutter = open"	"shutter == 3"	"shutter"	"this action will open your shade"
"1269"	"Turn AC unit on"	"AC = turn on"	"AC == 0"	"AC"	"this action will turn on your daikin ac unit, or change its settings"
"1270"	"Turn off WiFi"	"wifi = turn off"	"wifi == 1"	"phone"	"this action will turn off your phone's wifi"
"1274"	"Dim a device"	"device = dim"	"device == 3"	"home"	"this action will dim a device"
"1280"	"Turn on Smart Switch"	"switch = turn on"	"switch == 3"	"home"	"this action will turn a smart turn on"
"1281"	"Turn off Smart Switch"	"switch = turn off"	"switch == 5"	"home"	"this action will turn a smart turn off"
"1292"	"Set temperature"	"device temperature = set"	"device temperature == 0"	"home"	"this action control the temperature of your device"
"1293"	"Launch a Connexoon mode"	"home mode = home"	"home mode == 0"	"home"	"this action will launch a home mode"
"1294"	"Quick Action"	"home action = apply"	"home action == 0"	"home"	"this action will apply the selected home quick action"
"1295"	"Control camera shutter"	"camera shutter= open"	"camera shutter == 0"	"home"	"this action will open or close the shutter of your myfox security camera"
"1299"	"Turn on a group of  light"	"light = turn on"	"light == 0"	"light"	"this action will turn on the selected group of wemo  light"
"1300"	"Set temperature to a permanent hold"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set your  thermostat to permanently hold the specified temperature until you change it"
"1301"	"Launch a Connexoon scenario"	"home scene = start"	"home scene == 0"	"home"	"this action will launch a connexoon scenario"
"1305"	"Unpause Device"	"wifi = turn on"	"wifi == 0"	"wifi"	"this action will unpause a device from accessing your wifi network"
"1306"	"Pause Device"	"wifi = turn off"	"wifi == 1"	"wifi"	"this action will pause a device from accessing your wifi network"
"1308"	"Boost hot water production"	"water hot = turn on"	"water hot == 0"	"home"	"this action will temporarily increase the hot water production in your system"
"1309"	"Set smart home mode"	"home mode = set"	"home mode == 6"	"home"	"this action will set a smart home mode for your system"
"1312"	"Create a calendar event"	"calendar event = create"	"calendar event == 0"	"text"	"this action creates a new event in the calendar you specify"
"1313"	"Turn off light"	"light = turn off"	"light == 4"	"home"	"this action will turn off a light"
"1314"	"Turn on light"	"light = turn on"	"light == 0"	"home"	"this action will turn on a light"
"1315"	"Park Automower for a while"	"mower = park"	"mower == 0"	"mower"	"this action will park your mower for a specified time"
"1317"	"Park Automower until further notice"	"mower = park"	"mower == 0"	"mower"	"this action will send your mower back to the charging station where it will await further commands"
"1319"	"Start Automower"	"mower = start"	"mower == 1"	"mower"	"this action will start your mower and then park it again once it's done"
"1325"	"Turn device ON"	"device = turn on"	"device == 2"	"home"	"this action will turn on the selected device"
"1328"	"Toggle device"	"device = change"	"device == 4"	"home"	"this action will toggle the selected device"
"1329"	"Turn device OFF"	"device = turn off"	"device == 7"	"home"	"this action will turn off the selected device"
"1330"	"Close garage door (with SkylinkNet Hub)"	"garage door = close"	"garage door == 0"	"home"	"this action will close your skylink garage door "
"1334"	"Run shortcut"	"home shortcut = activate"	"home shortcut == 1"	"home"	"this action will let you run   your shortcuts"
"1340"	"Pulse the light"	"light = turn off"	"light == 4"	"light"	"this action will make the selected light pulse gently once"
"1341"	"Activate a scene"	"light scene = turn on"	"light scene == 0"	"light"	"this action will apply the settings of the selected scene to your light  light"
"1342"	"Dim / Brighten the light"	"light = dim"	"light == 1"	"light"	"this action will dim / brighten the selected light by the step of your choice"
"1344"	"Turn on appliance with Hub Plus IR remote"	"switch = turn on"	"switch == 3"	"switch"	"this action will ask switch hub plus to turn on your paired appliance with the ir remote feature"
"1346"	"AIR - turn on"	"air = turn on"	"air == 0"	"home"	"this action will switch air on"
"1347"	"POD - turn on"	"pod = turn on"	"pod == 0"	"home"	"this action will turn on the pod"
"1348"	"GATE - Switch all security off"	"device = turn off"	"device == 7"	"home"	"this action will turn off all your security device"
"1349"	"GATE - Switch all security on"	"device = turn on"	"device == 2"	"home"	"this action will turn on all your security device"
"1351"	"AIR - turn off"	"air = turn off"	"air == 1"	"home"	"this action will switch wattio air off"
"1352"	"POD - turn off"	"pod = turn off"	"pod == 1"	"home"	"this action will turn off the pod"
"1354"	"Turn plug off"	"plug = turn off"	"plug == 2"	"camera"	"this action will turn the plug off"
"1356"	"Run a scene"	"speaker scene = run"	"speaker scene == 0"	"speaker"	"this action will run a scene"
"1365"	"Change mode"	"home mode = change"	"home mode == 7"	"home"	"this action will control the mode of your device"
"1374"	"Turn relay on"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn your turn on"
"1375"	"Turn relay off"	"switch = turn off"	"switch == 5"	"home"	"this action will turn a home off"
"1377"	"Launch a Tahoma Bee scene"	"home scene = start"	"home scene == 0"	"home"	"this action will launch a tahoma bee scene"
"1378"	"Set system mode"	"thermostat mode = set"	"thermostat mode == 8"	"air"	"this action will set your air thermostat to off, heat, cool, or auto mode"
"1383"	"Turn off"	"plug = turn off"	"plug == 2"	"plug"	"this action will turn off your smart plug"
"1386"	"Set thermostat hold for X hours"	"thermostat = turn on"	"thermostat == 2"	"thermostat"	"this action will set the thermostat into a hold with the specified temperature for the specified number of hours"
"1388"	"Set thermostat hold until next transition"	"thermostat = turn on"	"thermostat == 2"	"thermostat"	"this action will set the thermostat into a hold with the specified temperature and the end date/time will be set to the next climate transition in the program"
"1389"	"Set thermostat comfort profile for X hours"	"thermostat = turn on"	"thermostat == 2"	"thermostat"	"this action will set the thermostat into a hold using the settings from the specified comfort profile"
"1392"	"Turn light turn off"	"light = turn off"	"light == 4"	"thermostat"	"this action turn off   your light switches"
"1395"	"Close garage door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the garage door you specify"
"1396"	"stop water"	"irrigator water = stop"	"irrigator water == 1"	"irrigator"	"this action will stop the watering schedules generated by the 'water' action"
"1397"	"Turn off"	"light = turn off"	"light == 4"	"light"	"turn off the selected wemo light"
"1398"	"water"	"irrigator water = start"	"irrigator water == 0"	"irrigator"	"this action will water your yard for a period of time"
"1399"	"Start watering time"	"water = turn on"	"water == 0"	"water"	"this action will start a watering time"
"1400"	"Go to percent"	"shutter = change"	"shutter == 2"	"shutter"	"this action will move shade to specified percent"
"1406"	"Pause cleaning"	"sweeper = stop"	"sweeper == 3"	"sweeper"	"this action will pause cleaning with your sweeper connected robot vacuum"
"1407"	"Create task"	"text task = create"	"text task == 0"	"text"	"this action will create a new task for the specified project"
"1408"	"Create calendar item"	"calendar item = create"	"calendar item == 0"	"text"	"this action creates a new item in your calendar"
"1409"	"Turn on all Schedules"	"home scene = start"	"home scene == 0"	"home"	"this action will globally enable all scheduled scene"
"1414"	"Breathe  light"	"light = blink"	"light == 3"	"light"	"this action will make your  light slowly breathe the color of your choice"
"1415"	"Turn indoor chime on"	"ring = turn on"	"ring == 0"	"ring"	"this action will turn the indoor doorbell chime on"
"1416"	"Turn indoor chime off"	"ring = turn off"	"ring == 1"	"ring"	"this action will turn the indoor doorbell chime off"
"1417"	"Change LED color"	"ring led_color = change"	"ring led_color == 0"	"ring"	"this action will change the ring’s led color"
"1420"	"Change to random color"	"light color = change"	"light color == 1"	"light"	"this action will change your light  light to a randomly selected color"
"1421"	"Close door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the garage door"
"1422"	"Turn off light"	"light = turn off"	"light == 4"	"light"	"this action will turn off your light"
"1423"	"Activate away mode"	"thermostat mode = away"	"thermostat mode == 7"	"heater"	"this action will set the specified thermostat to away mode"
"1425"	"Deactivate manual mode"	"thermostat mode = cancel"	"thermostat mode == 13"	"heater"	"this action will make the specified thermostat exit manual mode"
"1426"	"Boost hot water"	"water hot = turn on"	"water hot == 0"	"heater"	"this action will activate hot water boost for a specified thermostat "
"1437"	"Turn A/C off"	"AC = turn off"	"AC == 1"	"AC"	"this action will turn your ac a/c off"
"1438"	"Close door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the garage door you specify"
"1439"	"Open door"	"garage door = open"	"garage door == 1"	"garage"	"this action will open the garage door you specify"
"1440"	"Turn WiFi on"	"wifi = turn on"	"wifi == 0"	"wifi"	"this action will turn your wifi on"
"1443"	"Show app"	"clock glance_app = trigger"	"clock glance_app == 0"	"clock"	"this action will trigger glance app"
"1447"	"Show segment"	"clock segment = show"	"clock segment == 0"	"clock"	"this action will show a segment on clock"
"1448"	"turn off"	"device = turn off"	"device == 7"	"switch"	"this action will turn off your device"
"1449"	"Turn Off Alert"	"camera alert_function = turn off"	"camera alert_function == 1"	"camera"	"this action will turn off your camera's alert function"
"1453"	"Activate a daypass"	"wifi daypass_account = activate"	"wifi daypass_account == 0"	"wifi"	"this action will activate a daypass for customers who have daypasses in their account"
"1455"	"Launch Google Maps Navigation"	"phone google_navigation = launch"	"phone google_navigation == 0"	"phone"	"this action will launch google maps navigation on your phone and begin turn-by-turn guidance to the destination you specify"
"1456"	"Pause all watering"	"irrigator water = stop"	"irrigator water == 1"	"irrigator"	"this action will pause all running watering events and require beta firmware"
"1457"	"Resume all watering"	"irrigator water = start"	"irrigator water == 0"	"irrigator"	"this action will resume all watering and require beta firmware"
"1460"	"Activate manual mode"	"thermostat mode = manual"	"thermostat mode == 12"	"heater"	"this action will set the specified thermostat to manual mode"
"1461"	"Activate away mode"	"thermostat mode = away"	"thermostat mode == 7"	"heater"	"this action will set the specified thermostat to away mode"
"1463"	"Deactivate manual mode"	"thermostat mode = cancel"	"thermostat mode == 13"	"heater"	"this action will make the specified thermostat exit manual mode"
"1464"	"Boost hot water"	"water hot = turn on"	"water hot == 0"	"heater"	"this action will set the specified thermostat hot water boost"
"1465"	"Turn off oven"	"oven = turn off"	"oven == 1"	"cook"	"this action will turn off your oven"
"1466"	"Set oven to sabbath mode"	"oven mode = sabbath "	"oven mode == 0"	"cook"	"this action will set the sabbath mode for your oven"
"1484"	"Turn off AC"	"AC = turn off"	"AC == 1"	"AC"	"this action will turn off the AC  unit"
"1485"	"Set AC mode"	"AC mode = set"	"AC mode == 5"	"AC"	"this action will set the mode of the AC  unit"
"1488"	"Turn on AC"	"AC = turn on"	"AC == 0"	"AC"	"this action will turn on the AC  unit"
"1490"	"Change temperature setpoints"	"refrigerator setpoint = change"	"refrigerator setpoint == 0"	"refrigerator"	"this action will change the temperature set points on your refrigerator"
"1491"	"Unlock Lockitron"	"lock = unlock"	"lock == 1"	"lock"	"this action will unlock the lock you specify"
"1494"	"Turn on switch"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn on a switch in your switch system"
"1495"	"Execute scene"	"switch scene = run"	"switch scene == 0"	"switch"	"this action will execute a scene in your switch system"
"1496"	"Dim switch"	"switch = turn off"	"switch == 5"	"switch"	"this action will dim a switch in your switch system"
"1498"	"Blink switch"	"switch = blink"	"switch == 4"	"switch"	"this action will blink a switch in your switch system"
"1499"	"Set vacation mode"	"water hot mode = vacation"	"water hot mode == 4"	"water_heater"	"this action will set your ge water heater to vacation mode for the desired number of days"
"1506"	"Turn off device"	"device = turn off"	"device == 7"	"home"	"this action will turn off your device"
"1507"	"Activate a scene"	"light scene  = turn on"	"light scene == 0"	"home"	"this action will activate a scene on your  light"
"1508"	"Dim device"	"device = dim"	"device == 3"	"home"	"this action will dim your device"
"1509"	"Identify device"	"device = identify"	"device == 6"	"home"	"this action will identify your device"
"1511"	"Change color"	"light color = change"	"light color == 1"	"home"	"this action will change the color of your  light"
"1513"	"Set Boost"	"heater = turn on"	"heater == 1"	"heater"	"this action will boost the specified device"
"1514"	"Set Away"	"heater mode = away"	"heater mode == 0"	"heater"	"this action will set your heater into away mode"
"1515"	"Cancel Away"	"heater mode = cancel"	"heater mode == 2"	"heater"	"this action will cancel an existing away"
"1526"	"Set color"	"light color = change"	"light color == 1"	"light"	"this action will set the  light in the specified room to   the five available colors"
"1527"	"Flash  light"	"light = blink"	"light == 3"	"light"	"this action will flash the  light in the specified room five times"
"1528"	"Set light level"	"sensor light = set"	"sensor light == 0"	"sensor"	"this action will set light for all registered adaptors"
"1530"	"Stop Intrusion Alert"	"sensor intrusion_alert = stop"	"sensor intrusion_alert == 0"	"sensor"	"this action will stop intrusion alert for all adaptors"
"1531"	"turn off"	"device = turn off"	"device == 7"	"home"	"this action will turn off your device"
"1532"	"CCT lighting"	"light = turn on"	"light == 0"	"home"	"this action actives when the associated trigger is triggered"
"1537"	"Lighting"	"light = turn on"	"light == 0"	"home"	"this action will control the  light"
"1552"	"Set to Away"	"thermostat mode = away"	"thermostat mode == 7"	"thermostat"	"this action will set your thermostat to away"
"1553"	"Change Nanoleaf Light Panels or Canvas color"	"light color = change"	"light color == 1"	"light"	"this action will change the color of the light light panels or canvas"
"1565"	"Switch to dynamic mode for your  light"	"light mode = change"	"light mode == 1"	"light"	"this action will change your  light to the requested dynamic mode such as light flashing, jumping, gradual change and strobe"
"1566"	"Activate Scene"	"light scene = turn on"	"light scene == 0"	"light"	"this action will activate your scene"
"1567"	"Blink  light"	"light = blink"	"light == 3"	"light"	"this action will make your  light quickly blink the color of your choice"
"1568"	"Open door"	"garage door = open"	"garage door == 1"	"garage"	"this action will open the door you specify"
"1569"	"Close door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the door you specify"
"1572"	"Open door"	"garage door = open"	"garage door == 1"	"garage"	"this action will open the garage door"
"1573"	"Close door"	"garage door = close"	"garage door == 0"	"garage"	"this action will close the garage door"
"1576"	"Unlock door"	"door = open"	"door == 2"	"lock"	"this action will unlock the door"
"1581"	"Close all garage doors"	"garage door = close"	"garage door == 0"	"garage"	"this action will close your all garage door from selected device"
"1583"	"Open garage door"	"garage door = open"	"garage door == 1"	"garage"	"this action will ask the controller to open the garage door you specify"
"1586"	"Arm motion sensor"	"sensor motion_detection = arm"	"sensor motion_detection == 0"	"home"	"this action arms motion sensor on a tag"
"1587"	"Disarm motion sensor"	"sensor motion_detection= disarm"	"sensor motion_detection == 1"	"home"	"this action disarms motion sensor on a tag"
"1602"	"Turn off then on"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn a wemo turn off then immediately back on"
"1604"	"Send blink event"	"light = blink"	"light == 3"	"light"	"this action will send your light a new event"
"1608"	"Turn off Bluetooth"	"phone bluetooth = turn off"	"phone bluetooth == 3"	"phone"	"this action will turn off your phone's bluetooth"
"1610"	"Turn off light for a specific duration"	"light = turn off"	"light == 4"	"light"	"this action will turn your hive light off for a specific duration"
"1623"	"Activate scene"	"shutter scene = activate"	"shutter scene == 0"	"shutter"	"the action will activate a scene"
"1624"	"Open blind"	"shutter = open"	"shutter == 3"	"shutter"	"the action will open a blind"
"1625"	"Close blind"	"shutter = close"	"shutter == 0"	"shutter"	"the action will close a blind"
"1626"	"Open the blind to a certain position"	"shutter = change"	"shutter == 2"	"shutter"	"the action will open the blind to a certain position"
"1628"	"Set brightness"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set your  light to a specified brightness"
"1629"	"Activate a scene"	"light scene = turn on"	"light scene == 0"	"light"	"this action will activate the scene"
"1631"	"Set light brightness"	"light brightness_level = set"	"light brightness_level == 1"	"home"	"this action will set your light to a specified brightness"
"1633"	"Set thermostat to cool and hold a set temperature"	"thermostat mode = cool"	"thermostat mode == 10"	"thermostat"	"this action will set your thermostat to cool "
"1636"	"Activate room"	"shutter = open"	"shutter == 3"	"shutter"	"this action will activate a room created in the rollease acmeda app"
"1637"	"Turn off a group of  light"	"light = turn off"	"light == 4"	"light"	"this action will turn off the wemo  light"
"1639"	"Move or tilt shade"	"shutter = change"	"shutter == 2"	"shutter"	"this action will move a shade to a destination position"
"1640"	"Set sleep fader for a group of  light"	"light = fade"	"light == 5"	"light"	"this action will sets sleep fader time for the wemo  light"
"1641"	"Notify you using your Nanoleaf Light Panels or Canvas"	"light = blink"	"light == 3"	"light"	"this action will temporarily set your light light panels or canvas to a solid or blinking color and then return to its previous state"
"1642"	"Dim Nanoleaf smart light"	"light = dim"	"light == 1"	"light"	"this action will dim the light product"
"1647"	"Set brightness of Nanoleaf smart light"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set the brightness of the light product"
"1650"	"Turn  light on"	"light = turn on"	"light == 0"	"light"	"this action will turn your  light on"
"1651"	"Turn  light off"	"light = turn off"	"light == 4"	"light"	"this action will turn your  light off"
"1652"	"Change color"	"light = change"	"light == 2"	"light"	"this action will change your  light"
"1653"	"Switch to dynamic mode for your  light"	"light mode = change"	"light mode == 1"	"light"	"this action will change your  light to the requested dynamic mode such as light flashing, jumping, gradual change and strobe"
"1667"	"Set air purifier mode"	"air purifier mode = set"	"air purifier mode == 0"	"air"	"this action will set the mode of your air purifier to a level (off, low, medium, high, auto)"
"1678"	"Set operation mode to"	"air purifier mode = set"	"air purifier mode == 0"	"air"	"this action will set the operation mode of the air purifier to your choice"
"1704"	"Turn off A/C"	"AC = turn off"	"AC == 1"	"AC"	"this action will turn your ac a/c off"
"1706"	"Execute scene"	"AC scene = execute"	"AC scene == 0"	"AC"	"this action will execute the indicated scene"
"1711"	"Provide Comfort Feedback"	"AC comfort_feedback = provide"	"AC comfort_feedback == 0"	"AC"	"this action will provide comfort feedback for the device"
"1712"	"Run your A/C in comfort mode"	"AC mode = comfort"	"AC mode == 2"	"AC"	"this action will turn on your ac and run it in comfort mode"
"1713"	"Turn off your A/C"	"AC = turn off"	"AC == 1"	"AC"	"this action will turn off your ac"
"1722"	"VALVE: stop watering"	" water valve = close"	"water valve == 0"	"home"	"this action will close a valve until its next scheduled watering"
"1728"	"Change Heat Mode settings"	"heater mode = change"	"heater mode == 1"	"heat"	"this action will change operation settings for heat mode in your device"
"1730"	"Start/Stop Quiet Mode"	"heater mode = quiet"	"heater mode == 3"	"heat"	"this action will set your device in quiet mode"
"1731"	"Change Heat Mode settings (for direct setting)"	"heater mode = change"	"heater mode == 1"	"heat"	"this action will change operation settings for heat mode in your device"
"1742"	"Go back to schedule"	"thermostat schedule = default"	"thermostat schedule == 2"	"thermostat"	"this action will order your home to go back to default schedule"
"1743"	"Turn on plug"	"plug = turn on"	"plug == 0"	"energy"	"this action will turn on a plug"
"1745"	"Pause"	"thermostat = pause"	"thermostat == 3"	"thermostat"	"this action will pause your thermostat"
"1746"	"Set temperature"	"water hot temperature = set"	"water hot temperature == 0"	"heater"	"this action will set the temperature of your ge water heater"
"1749"	"Turn off plug"	"plug = turn off"	"plug == 2"	"energy"	"this action will turn off a plug"
"1754"	"Turn thermostat off (Hidden)"	"thermostat = turn off"	"thermostat == 4"	"thermostat"	"this action will turn your thermostat off"
"1759"	"Set Quick Cool"	"thermostat mode = cool"	"thermostat mode == 10"	"thermostat"	"this action will set quick cool to the temperature"
"1760"	"Set Quick Heat"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this action will set quick heat to the temperature"
"1761"	"Set your thermostat to schedule mode"	"thermostat mode = schedule"	"thermostat mode == 14"	"thermostat"	"this action will set your thermostat to schedule mode"
"1762"	"Set thermostat to off"	"thermostat = turn off"	"thermostat == 4"	"thermostat"	"this action will set your thermostat to off"
"1763"	"Set temperature"	"thermostat mode = manual"	"thermostat mode == 12"	"thermostat"	"this action will set your thermostat to manual mode"
"1766"	"Set temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set the air temperature"
"1767"	"Set thermostat mode"	"thermostat mode = set"	"thermostat mode == 8"	"thermostat"	"this action will set the thermostat mode"
"1768"	"Set group mode"	"thermostat mode = set"	"thermostat mode == 8"	"thermostat"	"this action will set a thermostat group mode"
"1772"	"Resume programmed schedule"	"thermostat schedule = resume"	"thermostat schedule == 0"	"thermostat"	"this action will set your  thermostat to resume the currently defined thermostat programmed schedule"
"1775"	"Set the thermostat to schedule"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this action will set the heating mode to schedule"
"1776"	"Create vacation on thermostat"	"thermostat vacation_event = create"	"thermostat vacation_event == 0"	"thermostat"	"this action will create a vacation event on thermostat"
"1777"	"Set temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set the temperature on the thermostat"
"1781"	"Set to away mode with a time limit"	"home mode = away"	"home mode == 5"	"thermostat"	"this action will set your home to away mode"
"1782"	"Turn on siren"	"siren = turn on"	"siren == 0"	"home"	"this action will turn on the siren in the scout hub and scout door panels "
"1783"	"Flash alert"	"sensor = flash"	"sensor == 4"	"sensor"	"this action will flash your sensor"
"1784"	"Start dryer cycle"	"dryer cycle = start"	"dryer cycle == 1"	"dryer"	"this action will launch the next scheduled cycle on your dryer"
"1785"	"Start wash cycle"	"washer cycle = start"	"washer cycle == 1"	"washer"	"this action will start a laundry cycle"
"1789"	"Set temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set your thermostat to the temperature"
"1803"	"Call a function"	"device function = call"	"device function == 0"	"home"	"this action will call a function on   your device, triggering an action in the physical world"
"1805"	"Enable/Disable Holiday mode"	"AC mode = holiday"	"AC mode == 1"	"AC"	"this action will enable/disable holiday mode on all your daikin ac units"
"1812"	"Enable/Disable Econo mode"	"AC mode = econo"	"AC mode == 8"	"AC"	"this action will enable/disable econo mode on your daikin ac unit"
"1815"	"Set thermostat to a specific temperature in current mode"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set thermostat to a specific temperature"
"1820"	"Turn on plug for a specific duration"	"plug = turn on"	"plug == 0"	"plug"	"this action will turn your hive plug on"
"1821"	"Turn off plug for a specific duration"	"plug = turn off"	"plug == 2"	"plug"	"this action will turn your hive plug off"
"1826"	"Blink"	"plug = blink"	"plug == 1"	"plug"	"this action will flicker a plug"
"1848"	"Turn notifications off"	"siren motion_detection = turn off"	"siren motion_detection == 1"	"camera"	"this action will turn off the motion"
"1849"	"Open"	"door = open"	"door == 2"	"home"	"this action will help you to open the gate"
"1850"	"Close"	"door = close"	"door == 0"	"home"	"this action will help you to close the gate"
"1854"	"TriggerRelay3On"	"hub = on"	"hub == 0"	"home"	"this action will help you to trigger chow hub relay 3"
"1855"	"TriggerRelay2On"	"hub = on"	"hub == 0"	"home"	"this action will help you to trigger chow hub relay 2"
"1856"	"TriggerRelay1On"	"hub = on"	"hub == 0"	"home"	"this action will help you to trigger chow hub relay 1"
"1860"	"Sound the siren"	"siren = turn on"	"siren == 0"	"home"	"this action will immediately sound the 110 db siren of your myfox security system"
"1864"	"Sound Siren"	"camera siren = turn on"	"camera siren == 0"	"camera"	"this action will sound siren of camera sense series"
"1866"	"Sound an alarm"	"speaker alarm = play"	"speaker alarm == 0"	"speaker"	"this action will play an alarm sound to the room"
"1877"	"Create a new bookmark"	"text bookmark = create"	"text bookmark == 0"	"text"	"this action will create a new bookmark"
"1878"	"Create Journal Entry"	"text journal = create"	"text journal == 0"	"text"	"this action will create a new journal entry"
"1895"	"Change color from image"	"light color = change"	"light color == 1"	"light"	"this action will change the color of your light"
"1906"	"Turn on"	"plug = turn on"	"plug == 0"	"plug"	"this action will turn a plug on"
"1907"	"Turn off"	"plug = turn off"	"plug == 2"	"plug"	"this action will turn a plug off"
"1912"	"Create a task"	"phone task = create"	"phone task == 0"	"phone"	"this action will create a new task"
"1913"	"set device status"	"irrigator device = enable"	"irrigator device == 0"	"irrigator"	"this action will enable or disable your irrigator device"
"1921"	"Create an issue"	"text issue = create"	"text issue == 0"	"text"	"this action will create a new issue"
"1924"	"Activate Output"	"text output = activate"	"text output == 1"	"text"	"this action will activate the output of your cloudbit for 3 seconds"
"1925"	"Deactivate Output"	"text output = deactivate"	"text output == 0"	"text"	"this action will deactivate the output of your cloudbit"
"1927"	"Stop camera recording"	"camera recording = stop"	"camera recording == 0"	"camera"	"this action will stop recording of a camera"
"1928"	"Start camera recording"	"camera recording = start"	"camera recording == 2"	"camera"	"this action will start recording of a camera"
"1930"	"Start a zone"	"irrigator = start"	"irrigator == 0"	"irrigator"	"this action will start watering a zone "
"1932"	"Start a program"	"irrigator program = run"	"irrigator program == 0"	"irrigator"	"this action will run a watering program"
"1938"	"Turn on Livy Protect"	"sensor = arm"	"sensor == 0"	"sensor"	"this action will arm sensor"
"1939"	"Turn off Livy Protect"	"sensor = disarm"	"sensor == 3"	"sensor"	"this action will disarm sensor"
"1941"	"Siren"	"camera siren = turn on"	"camera siren == 0"	"camera"	"this action will sound the camera siren"
"1945"	"Turn on motion detection"	"siren motion_detection = turn on"	"siren motion_detection == 0"	"camera"	"this action will turn on your camera's motion detection"
"1946"	"Turn off motion detection"	"siren motion_detection = turn off"	"siren motion_detection == 1"	"camera"	"this action will turn off your camera's motion detection"
"1947"	"Turn camera to a preset position"	"camera position = preset"	"camera position == 0"	"camera"	"this action will turn your pan&tilt camera  to a preset position"
"1951"	"Alarm trigger and video upload"	"camera recording = start"	"camera recording == 2"	"camera"	"this action will trigger an alarm recording and upload to your cloud account"
"1952"	"Set the alarm area sensitivity"	"siren motion_detection = turn on"	"siren motion_detection == 0"	"camera"	"this action will adjust the sensitivity of your camera's motion detection areas"
"1953"	"Turn off alarm email"	"camera alarm_email = turn off"	"camera alarm_email == 0"	"camera"	"this action will turn off your camera‘s alarm email notification"
"1956"	"Turn off Cloud alarm email "	"camera alarm_email_notification = turn off"	"camera alarm_email_notification == 1"	"camera"	"this action will turn off the cloud alarm email notification"
"1957"	"Turn on Cloud alarm email "	"camera alarm_email_notification = turn on"	"camera alarm_email_notification == 0"	"camera"	"this action will turn on the cloud alarm email notification"
"1958"	"Turn on alarm email"	"camera alarm_email_notification = turn on"	"camera alarm_email_notification == 0"	"camera"	"this action will turn on your camera's alarm email notification"
"1961"	"Turn on alerts"	"camera alert_function = turn on"	"camera alert_function == 0"	"camera"	"this action will turn on your smacame's alert function"
"1962"	"Turn off alerts"	"camera alert_function = turn off"	"camera alert_function == 1"	"camera"	"this action will turn off your smacame's alert function"
"1963"	"Set Smart Socket"	"camera = change"	"camera == 1"	"camera"	"this action  control on / off"
"1967"	"Turn camera off"	"camera = turn off"	"camera == 2"	"camera"	"this action will turn off the camera"
"1968"	"Use rear facing camera"	"camera setting = change"	"camera setting == 1"	"camera"	"this action will change the camera settings"
"1971"	"Turn camera flashlight off"	"camera flashlight = turn off"	"camera flashlight == 1"	"camera"	"this action will turn the camera's flashlight off"
"1972"	"Control surveillance cameras of QNAP Device via Surveillance Station"	"camera recording = start"	"camera recording == 2"	"NAS"	"this action allow the user to control the camera recording via surveillance station"
"1975"	"Roller shutter control"	"shutter = change"	"shutter == 2"	"home"	"move up / down a roller shutter"
"1988"	"Play any music station playlist on QNAP Device"	"speaker music = play"	"speaker music == 0"	"NAS"	"this action allows you to play any music station playlist"
"1989"	"Activate Shortcut"	"home shortcut = activate"	"home shortcut == 1"	"wifi"	"this action will activate a shortcut you've created on deco m9 plus for smart device to perform actions"
